cdp	depth	vel
29.0	2.8	424.9160861591181
29.0	3.8	551.4997093342714
29.0	4.8	625.5996735885345
29.0	5.8	698.4220480591752
29.0	6.8	830.0224977949886
29.0	7.8	928.3218644369445
29.0	8.8	1137.855208404722
29.0	9.8	1430.9260769347677
29.0	10.8	1540.6665129971595
29.0	11.8	1675.4048013671052
29.0	12.8	1768.0667830721213
29.0	13.8	1793.1324607746574
29.0	14.8	1828.5731254454201
29.0	15.8	1687.229008630424
29.0	16.8	1561.1798960853248
29.0	17.8	1486.6098414033745
29.0	18.8	1467.7181034320924
29.0	19.8	1479.2815921700308
29.0	20.8	1373.407417204272
29.0	21.8	1302.1866053646522
29.0	22.8	1287.2329295071097
29.0	23.8	1292.6280889946313
29.0	24.8	1304.188798352696
29.0	25.8	1277.8266665730566
29.0	26.8	1285.4392692711424
29.0	27.8	1226.222784553526
29.0	28.8	1155.1904333602001
29.0	29.8	1114.962072217591
30.0	1.8	388.1580380990911
30.0	2.8	424.9160861591181
30.0	3.8	551.4997093342714
30.0	4.8	625.5996735885345
30.0	5.8	698.4220480591752
30.0	6.8	830.0224977949886
30.0	7.8	928.3218644369445
30.0	8.8	1137.855208404722
30.0	9.8	1430.9260769347677
30.0	10.8	1540.6665129971595
30.0	11.8	1675.4048013671052
30.0	12.8	1768.0667830721213
30.0	13.8	1793.1324607746574
30.0	14.8	1828.5731254454201
30.0	15.8	1687.229008630424
30.0	16.8	1561.1798960853248
30.0	17.8	1486.6098414033745
30.0	18.8	1467.7181034320924
30.0	19.8	1479.2815921700308
30.0	20.8	1373.407417204272
30.0	21.8	1302.1866053646522
30.0	22.8	1287.2329295071097
30.0	23.8	1292.6280889946313
30.0	24.8	1304.188798352696
30.0	25.8	1277.8266665730566
30.0	26.8	1285.4392692711424
30.0	27.8	1226.222784553526
30.0	28.8	1155.1904333602001
30.0	29.8	1114.962072217591
31.0	1.8	388.1580380990911
31.0	2.8	424.9160861591181
31.0	3.8	551.4997093342714
31.0	4.8	625.5996735885345
31.0	5.8	698.4220480591752
31.0	6.8	830.0224977949886
31.0	7.8	928.3218644369445
31.0	8.8	1137.855208404722
31.0	9.8	1430.9260769347677
31.0	10.8	1540.6665129971595
31.0	11.8	1675.4048013671052
31.0	12.8	1768.0667830721213
31.0	13.8	1793.1324607746574
31.0	14.8	1828.5731254454201
31.0	15.8	1687.229008630424
31.0	16.8	1561.1798960853248
31.0	17.8	1486.6098414033745
31.0	18.8	1467.7181034320924
31.0	19.8	1479.2815921700308
31.0	20.8	1373.407417204272
31.0	21.8	1302.1866053646522
31.0	22.8	1287.2329295071097
31.0	23.8	1292.6280889946313
31.0	24.8	1304.188798352696
31.0	25.8	1277.8266665730566
31.0	26.8	1285.4392692711424
31.0	27.8	1226.222784553526
31.0	28.8	1155.1904333602001
31.0	29.8	1114.962072217591
32.0	1.8	388.1580380990911
32.0	2.8	424.9160861591181
32.0	3.8	551.4997093342714
32.0	4.8	625.5996735885345
32.0	5.8	698.4220480591752
32.0	6.8	830.0224977949886
32.0	7.8	928.3218644369445
32.0	8.8	1137.855208404722
32.0	9.8	1430.9260769347677
32.0	10.8	1540.6665129971595
32.0	11.8	1675.4048013671052
32.0	12.8	1768.0667830721213
32.0	13.8	1793.1324607746574
32.0	14.8	1828.5731254454201
32.0	15.8	1687.229008630424
32.0	16.8	1561.1798960853248
32.0	17.8	1486.6098414033745
32.0	18.8	1467.7181034320924
32.0	19.8	1479.2815921700308
32.0	20.8	1373.407417204272
32.0	21.8	1302.1866053646522
32.0	22.8	1287.2329295071097
32.0	23.8	1292.6280889946313
32.0	24.8	1304.188798352696
32.0	25.8	1277.8266665730566
32.0	26.8	1285.4392692711424
32.0	27.8	1226.222784553526
32.0	28.8	1155.1904333602001
32.0	29.8	1114.962072217591
33.0	1.8	388.1580380990911
33.0	2.8	424.9160861591181
33.0	3.8	551.4997093342714
33.0	4.8	625.5996735885345
33.0	5.8	698.4220480591752
33.0	6.8	830.0224977949886
33.0	7.8	928.3218644369445
33.0	8.8	1137.855208404722
33.0	9.8	1430.9260769347677
33.0	10.8	1540.6665129971595
33.0	11.8	1675.4048013671052
33.0	12.8	1768.0667830721213
33.0	13.8	1793.1324607746574
33.0	14.8	1828.5731254454201
33.0	15.8	1687.229008630424
33.0	16.8	1561.1798960853248
33.0	17.8	1486.6098414033745
33.0	18.8	1467.7181034320924
33.0	19.8	1479.2815921700308
33.0	20.8	1373.407417204272
33.0	21.8	1302.1866053646522
33.0	22.8	1287.2329295071097
33.0	23.8	1292.6280889946313
33.0	24.8	1304.188798352696
33.0	25.8	1277.8266665730566
33.0	26.8	1285.4392692711424
33.0	27.8	1226.222784553526
33.0	28.8	1155.1904333602001
33.0	29.8	1114.962072217591
34.0	1.8	388.1580380990911
34.0	2.8	424.9160861591181
34.0	3.8	551.4997093342714
34.0	4.8	625.5996735885345
34.0	5.8	698.4220480591752
34.0	6.8	830.0224977949886
34.0	7.8	928.3218644369445
34.0	8.8	1137.855208404722
34.0	9.8	1430.9260769347677
34.0	10.8	1540.6665129971595
34.0	11.8	1675.4048013671052
34.0	12.8	1768.0667830721213
34.0	13.8	1793.1324607746574
34.0	14.8	1828.5731254454201
34.0	15.8	1687.229008630424
34.0	16.8	1561.1798960853248
34.0	17.8	1486.6098414033745
34.0	18.8	1467.7181034320924
34.0	19.8	1479.2815921700308
34.0	20.8	1373.407417204272
34.0	21.8	1302.1866053646522
34.0	22.8	1287.2329295071097
34.0	23.8	1292.6280889946313
34.0	24.8	1304.188798352696
34.0	25.8	1277.8266665730566
34.0	26.8	1285.4392692711424
34.0	27.8	1226.222784553526
34.0	28.8	1155.1904333602001
34.0	29.8	1114.962072217591
35.0	1.8	388.1580380990911
35.0	2.8	424.9160861591181
35.0	3.8	551.4997093342714
35.0	4.8	625.5996735885345
35.0	5.8	698.4220480591752
35.0	6.8	830.0224977949886
35.0	7.8	928.3218644369445
35.0	8.8	1137.855208404722
35.0	9.8	1430.9260769347677
35.0	10.8	1540.6665129971595
35.0	11.8	1675.4048013671052
35.0	12.8	1768.0667830721213
35.0	13.8	1793.1324607746574
35.0	14.8	1828.5731254454201
35.0	15.8	1687.229008630424
35.0	16.8	1561.1798960853248
35.0	17.8	1486.6098414033745
35.0	18.8	1467.7181034320924
35.0	19.8	1479.2815921700308
35.0	20.8	1373.407417204272
35.0	21.8	1302.1866053646522
35.0	22.8	1287.2329295071097
35.0	23.8	1292.6280889946313
35.0	24.8	1304.188798352696
35.0	25.8	1277.8266665730566
35.0	26.8	1285.4392692711424
35.0	27.8	1226.222784553526
35.0	28.8	1155.1904333602001
35.0	29.8	1114.962072217591
36.0	1.8	388.1580380990911
36.0	2.8	424.9160861591181
36.0	3.8	551.4997093342714
36.0	4.8	625.5996735885345
36.0	5.8	698.4220480591752
36.0	6.8	830.0224977949886
36.0	7.8	928.3218644369445
36.0	8.8	1137.855208404722
36.0	9.8	1430.9260769347677
36.0	10.8	1540.6665129971595
36.0	11.8	1675.4048013671052
36.0	12.8	1768.0667830721213
36.0	13.8	1793.1324607746574
36.0	14.8	1828.5731254454201
36.0	15.8	1687.229008630424
36.0	16.8	1561.1798960853248
36.0	17.8	1486.6098414033745
36.0	18.8	1467.7181034320924
36.0	19.8	1479.2815921700308
36.0	20.8	1373.407417204272
36.0	21.8	1302.1866053646522
36.0	22.8	1287.2329295071097
36.0	23.8	1292.6280889946313
36.0	24.8	1304.188798352696
36.0	25.8	1277.8266665730566
36.0	26.8	1285.4392692711424
36.0	27.8	1226.222784553526
36.0	28.8	1155.1904333602001
36.0	29.8	1114.962072217591
37.0	1.8	388.1580380990911
37.0	2.8	424.9160861591181
37.0	3.8	551.4997093342714
37.0	4.8	625.5996735885345
37.0	5.8	698.4220480591752
37.0	6.8	830.0224977949886
37.0	7.8	928.3218644369445
37.0	8.8	1137.855208404722
37.0	9.8	1430.9260769347677
37.0	10.8	1540.6665129971595
37.0	11.8	1675.4048013671052
37.0	12.8	1768.0667830721213
37.0	13.8	1793.1324607746574
37.0	14.8	1828.5731254454201
37.0	15.8	1687.229008630424
37.0	16.8	1561.1798960853248
37.0	17.8	1486.6098414033745
37.0	18.8	1467.7181034320924
37.0	19.8	1479.2815921700308
37.0	20.8	1373.407417204272
37.0	21.8	1302.1866053646522
37.0	22.8	1287.2329295071097
37.0	23.8	1292.6280889946313
37.0	24.8	1304.188798352696
37.0	25.8	1277.8266665730566
37.0	26.8	1285.4392692711424
37.0	27.8	1226.222784553526
37.0	28.8	1155.1904333602001
37.0	29.8	1114.962072217591
38.0	1.8	388.1580380990911
38.0	2.8	424.9160861591181
38.0	3.8	551.4997093342714
38.0	4.8	625.5996735885345
38.0	5.8	698.4220480591752
38.0	6.8	830.0224977949886
38.0	7.8	928.3218644369445
38.0	8.8	1137.855208404722
38.0	9.8	1430.9260769347677
38.0	10.8	1540.6665129971595
38.0	11.8	1675.4048013671052
38.0	12.8	1768.0667830721213
38.0	13.8	1793.1324607746574
38.0	14.8	1828.5731254454201
38.0	15.8	1687.229008630424
38.0	16.8	1561.1798960853248
38.0	17.8	1486.6098414033745
38.0	18.8	1467.7181034320924
38.0	19.8	1479.2815921700308
38.0	20.8	1373.407417204272
38.0	21.8	1302.1866053646522
38.0	22.8	1287.2329295071097
38.0	23.8	1292.6280889946313
38.0	24.8	1304.188798352696
38.0	25.8	1277.8266665730566
38.0	26.8	1285.4392692711424
38.0	27.8	1226.222784553526
38.0	28.8	1155.1904333602001
38.0	29.8	1114.962072217591
39.0	1.8	388.1580380990911
39.0	2.8	424.9160861591181
39.0	3.8	551.4997093342714
39.0	4.8	625.5996735885345
39.0	5.8	698.4220480591752
39.0	6.8	830.0224977949886
39.0	7.8	928.3218644369445
39.0	8.8	1137.855208404722
39.0	9.8	1430.9260769347677
39.0	10.8	1540.6665129971595
39.0	11.8	1675.4048013671052
39.0	12.8	1768.0667830721213
39.0	13.8	1793.1324607746574
39.0	14.8	1828.5731254454201
39.0	15.8	1687.229008630424
39.0	16.8	1561.1798960853248
39.0	17.8	1486.6098414033745
39.0	18.8	1467.7181034320924
39.0	19.8	1479.2815921700308
39.0	20.8	1373.407417204272
39.0	21.8	1302.1866053646522
39.0	22.8	1287.2329295071097
39.0	23.8	1292.6280889946313
39.0	24.8	1304.188798352696
39.0	25.8	1277.8266665730566
39.0	26.8	1285.4392692711424
39.0	27.8	1226.222784553526
39.0	28.8	1155.1904333602001
39.0	29.8	1114.962072217591
40.0	1.8	388.1580380990911
40.0	2.8	424.9160861591181
40.0	3.8	551.4997093342714
40.0	4.8	625.5996735885345
40.0	5.8	698.4220480591752
40.0	6.8	830.0224977949886
40.0	7.8	928.3218644369445
40.0	8.8	1137.855208404722
40.0	9.8	1430.9260769347677
40.0	10.8	1540.6665129971595
40.0	11.8	1675.4048013671052
40.0	12.8	1768.0667830721213
40.0	13.8	1793.1324607746574
40.0	14.8	1828.5731254454201
40.0	15.8	1687.229008630424
40.0	16.8	1561.1798960853248
40.0	17.8	1486.6098414033745
40.0	18.8	1467.7181034320924
40.0	19.8	1479.2815921700308
40.0	20.8	1373.407417204272
40.0	21.8	1302.1866053646522
40.0	22.8	1287.2329295071097
40.0	23.8	1292.6280889946313
40.0	24.8	1304.188798352696
40.0	25.8	1277.8266665730566
40.0	26.8	1285.4392692711424
40.0	27.8	1226.222784553526
40.0	28.8	1155.1904333602001
40.0	29.8	1114.962072217591
41.0	1.8	388.1580380990911
41.0	2.8	424.9160861591181
41.0	3.8	551.4997093342714
41.0	4.8	625.5996735885345
41.0	5.8	698.4220480591752
41.0	6.8	830.0224977949886
41.0	7.8	928.3218644369445
41.0	8.8	1137.855208404722
41.0	9.8	1430.9260769347677
41.0	10.8	1540.6665129971595
41.0	11.8	1675.4048013671052
41.0	12.8	1768.0667830721213
41.0	13.8	1793.1324607746574
41.0	14.8	1828.5731254454201
41.0	15.8	1687.229008630424
41.0	16.8	1561.1798960853248
41.0	17.8	1486.6098414033745
41.0	18.8	1467.7181034320924
41.0	19.8	1479.2815921700308
41.0	20.8	1373.407417204272
41.0	21.8	1302.1866053646522
41.0	22.8	1287.2329295071097
41.0	23.8	1292.6280889946313
41.0	24.8	1304.188798352696
41.0	25.8	1277.8266665730566
41.0	26.8	1285.4392692711424
41.0	27.8	1226.222784553526
41.0	28.8	1155.1904333602001
41.0	29.8	1114.962072217591
42.0	1.8	388.1580380990911
42.0	2.8	424.9160861591181
42.0	3.8	551.4997093342714
42.0	4.8	625.5996735885345
42.0	5.8	698.4220480591752
42.0	6.8	830.0224977949886
42.0	7.8	928.3218644369445
42.0	8.8	1137.855208404722
42.0	9.8	1430.9260769347677
42.0	10.8	1540.6665129971595
42.0	11.8	1675.4048013671052
42.0	12.8	1768.0667830721213
42.0	13.8	1793.1324607746574
42.0	14.8	1828.5731254454201
42.0	15.8	1687.229008630424
42.0	16.8	1561.1798960853248
42.0	17.8	1486.6098414033745
42.0	18.8	1467.7181034320924
42.0	19.8	1479.2815921700308
42.0	20.8	1373.407417204272
42.0	21.8	1302.1866053646522
42.0	22.8	1287.2329295071097
42.0	23.8	1292.6280889946313
42.0	24.8	1304.188798352696
42.0	25.8	1277.8266665730566
42.0	26.8	1285.4392692711424
42.0	27.8	1226.222784553526
42.0	28.8	1155.1904333602001
42.0	29.8	1114.962072217591
43.0	1.8	388.1580380990911
43.0	2.8	424.9160861591181
43.0	3.8	551.4997093342714
43.0	4.8	625.5996735885345
43.0	5.8	698.4220480591752
43.0	6.8	830.0224977949886
43.0	7.8	928.3218644369445
43.0	8.8	1137.855208404722
43.0	9.8	1430.9260769347677
43.0	10.8	1540.6665129971595
43.0	11.8	1675.4048013671052
43.0	12.8	1768.0667830721213
43.0	13.8	1793.1324607746574
43.0	14.8	1828.5731254454201
43.0	15.8	1687.229008630424
43.0	16.8	1561.1798960853248
43.0	17.8	1486.6098414033745
43.0	18.8	1467.7181034320924
43.0	19.8	1479.2815921700308
43.0	20.8	1373.407417204272
43.0	21.8	1302.1866053646522
43.0	22.8	1287.2329295071097
43.0	23.8	1292.6280889946313
43.0	24.8	1304.188798352696
43.0	25.8	1277.8266665730566
43.0	26.8	1285.4392692711424
43.0	27.8	1226.222784553526
43.0	28.8	1155.1904333602001
43.0	29.8	1114.962072217591
44.0	1.8	388.1580380990911
44.0	2.8	424.9160861591181
44.0	3.8	551.4997093342714
44.0	4.8	625.5996735885345
44.0	5.8	698.4220480591752
44.0	6.8	830.0224977949886
44.0	7.8	928.3218644369445
44.0	8.8	1137.855208404722
44.0	9.8	1430.9260769347677
44.0	10.8	1540.6665129971595
44.0	11.8	1675.4048013671052
44.0	12.8	1768.0667830721213
44.0	13.8	1793.1324607746574
44.0	14.8	1828.5731254454201
44.0	15.8	1687.229008630424
44.0	16.8	1561.1798960853248
44.0	17.8	1486.6098414033745
44.0	18.8	1467.7181034320924
44.0	19.8	1479.2815921700308
44.0	20.8	1373.407417204272
44.0	21.8	1302.1866053646522
44.0	22.8	1287.2329295071097
44.0	23.8	1292.6280889946313
44.0	24.8	1304.188798352696
44.0	25.8	1277.8266665730566
44.0	26.8	1285.4392692711424
44.0	27.8	1226.222784553526
44.0	28.8	1155.1904333602001
44.0	29.8	1114.962072217591
45.0	1.8	388.1580380990911
45.0	2.8	424.9160861591181
45.0	3.8	551.4997093342714
45.0	4.8	625.5996735885345
45.0	5.8	698.4220480591752
45.0	6.8	830.0224977949886
45.0	7.8	928.3218644369445
45.0	8.8	1137.855208404722
45.0	9.8	1430.9260769347677
45.0	10.8	1540.6665129971595
45.0	11.8	1675.4048013671052
45.0	12.8	1768.0667830721213
45.0	13.8	1793.1324607746574
45.0	14.8	1828.5731254454201
45.0	15.8	1687.229008630424
45.0	16.8	1561.1798960853248
45.0	17.8	1486.6098414033745
45.0	18.8	1467.7181034320924
45.0	19.8	1479.2815921700308
45.0	20.8	1373.407417204272
45.0	21.8	1302.1866053646522
45.0	22.8	1287.2329295071097
45.0	23.8	1292.6280889946313
45.0	24.8	1304.188798352696
45.0	25.8	1277.8266665730566
45.0	26.8	1285.4392692711424
45.0	27.8	1226.222784553526
45.0	28.8	1155.1904333602001
45.0	29.8	1114.962072217591
46.0	1.8	388.1580380990911
46.0	2.8	424.9160861591181
46.0	3.8	551.4997093342714
46.0	4.8	625.5996735885345
46.0	5.8	698.4220480591752
46.0	6.8	830.0224977949886
46.0	7.8	928.3218644369445
46.0	8.8	1137.855208404722
46.0	9.8	1430.9260769347677
46.0	10.8	1540.6665129971595
46.0	11.8	1675.4048013671052
46.0	12.8	1768.0667830721213
46.0	13.8	1793.1324607746574
46.0	14.8	1828.5731254454201
46.0	15.8	1687.229008630424
46.0	16.8	1561.1798960853248
46.0	17.8	1486.6098414033745
46.0	18.8	1467.7181034320924
46.0	19.8	1479.2815921700308
46.0	20.8	1373.407417204272
46.0	21.8	1302.1866053646522
46.0	22.8	1287.2329295071097
46.0	23.8	1292.6280889946313
46.0	24.8	1304.188798352696
46.0	25.8	1277.8266665730566
46.0	26.8	1285.4392692711424
46.0	27.8	1226.222784553526
46.0	28.8	1155.1904333602001
46.0	29.8	1114.962072217591
47.0	1.8	388.1580380990911
47.0	2.8	424.9160861591181
47.0	3.8	551.4997093342714
47.0	4.8	625.5996735885345
47.0	5.8	698.4220480591752
47.0	6.8	830.0224977949886
47.0	7.8	928.3218644369445
47.0	8.8	1137.855208404722
47.0	9.8	1430.9260769347677
47.0	10.8	1540.6665129971595
47.0	11.8	1675.4048013671052
47.0	12.8	1768.0667830721213
47.0	13.8	1793.1324607746574
47.0	14.8	1828.5731254454201
47.0	15.8	1687.229008630424
47.0	16.8	1561.1798960853248
47.0	17.8	1486.6098414033745
47.0	18.8	1467.7181034320924
47.0	19.8	1479.2815921700308
47.0	20.8	1373.407417204272
47.0	21.8	1302.1866053646522
47.0	22.8	1287.2329295071097
47.0	23.8	1292.6280889946313
47.0	24.8	1304.188798352696
47.0	25.8	1277.8266665730566
47.0	26.8	1285.4392692711424
47.0	27.8	1226.222784553526
47.0	28.8	1155.1904333602001
47.0	29.8	1114.962072217591
48.0	1.8	388.1580380990911
48.0	2.8	424.9160861591181
48.0	3.8	551.4997093342714
48.0	4.8	625.5996735885345
48.0	5.8	698.4220480591752
48.0	6.8	830.0224977949886
48.0	7.8	928.3218644369445
48.0	8.8	1137.855208404722
48.0	9.8	1430.9260769347677
48.0	10.8	1540.6665129971595
48.0	11.8	1675.4048013671052
48.0	12.8	1768.0667830721213
48.0	13.8	1793.1324607746574
48.0	14.8	1828.5731254454201
48.0	15.8	1687.229008630424
48.0	16.8	1561.1798960853248
48.0	17.8	1486.6098414033745
48.0	18.8	1467.7181034320924
48.0	19.8	1479.2815921700308
48.0	20.8	1373.407417204272
48.0	21.8	1302.1866053646522
48.0	22.8	1287.2329295071097
48.0	23.8	1292.6280889946313
48.0	24.8	1304.188798352696
48.0	25.8	1277.8266665730566
48.0	26.8	1285.4392692711424
48.0	27.8	1226.222784553526
48.0	28.8	1155.1904333602001
48.0	29.8	1114.962072217591
49.0	1.8	388.1580380990911
49.0	2.8	424.9160861591181
49.0	3.8	551.4997093342714
49.0	4.8	625.5996735885345
49.0	5.8	698.4220480591752
49.0	6.8	830.0224977949886
49.0	7.8	928.3218644369445
49.0	8.8	1137.855208404722
49.0	9.8	1430.9260769347677
49.0	10.8	1540.6665129971595
49.0	11.8	1675.4048013671052
49.0	12.8	1768.0667830721213
49.0	13.8	1793.1324607746574
49.0	14.8	1828.5731254454201
49.0	15.8	1687.229008630424
49.0	16.8	1561.1798960853248
49.0	17.8	1486.6098414033745
49.0	18.8	1467.7181034320924
49.0	19.8	1479.2815921700308
49.0	20.8	1373.407417204272
49.0	21.8	1302.1866053646522
49.0	22.8	1287.2329295071097
49.0	23.8	1292.6280889946313
49.0	24.8	1304.188798352696
49.0	25.8	1277.8266665730566
49.0	26.8	1285.4392692711424
49.0	27.8	1226.222784553526
49.0	28.8	1155.1904333602001
49.0	29.8	1114.962072217591
50.0	1.8	388.1580380990911
50.0	2.8	424.9160861591181
50.0	3.8	551.4997093342714
50.0	4.8	625.5996735885345
50.0	5.8	698.4220480591752
50.0	6.8	830.0224977949886
50.0	7.8	928.3218644369445
50.0	8.8	1137.855208404722
50.0	9.8	1430.9260769347677
50.0	10.8	1540.6665129971595
50.0	11.8	1675.4048013671052
50.0	12.8	1768.0667830721213
50.0	13.8	1793.1324607746574
50.0	14.8	1828.5731254454201
50.0	15.8	1687.229008630424
50.0	16.8	1561.1798960853248
50.0	17.8	1486.6098414033745
50.0	18.8	1467.7181034320924
50.0	19.8	1479.2815921700308
50.0	20.8	1373.407417204272
50.0	21.8	1302.1866053646522
50.0	22.8	1287.2329295071097
50.0	23.8	1292.6280889946313
50.0	24.8	1304.188798352696
50.0	25.8	1277.8266665730566
50.0	26.8	1285.4392692711424
50.0	27.8	1226.222784553526
50.0	28.8	1155.1904333602001
50.0	29.8	1114.962072217591
51.0	1.8	388.1580380990911
51.0	2.8	424.9160861591181
51.0	3.8	551.4997093342714
51.0	4.8	625.5996735885345
51.0	5.8	698.4220480591752
51.0	6.8	830.0224977949886
51.0	7.8	928.3218644369445
51.0	8.8	1137.855208404722
51.0	9.8	1430.9260769347677
51.0	10.8	1540.6665129971595
51.0	11.8	1675.4048013671052
51.0	12.8	1768.0667830721213
51.0	13.8	1793.1324607746574
51.0	14.8	1828.5731254454201
51.0	15.8	1687.229008630424
51.0	16.8	1561.1798960853248
51.0	17.8	1486.6098414033745
51.0	18.8	1467.7181034320924
51.0	19.8	1479.2815921700308
51.0	20.8	1373.407417204272
51.0	21.8	1302.1866053646522
51.0	22.8	1287.2329295071097
51.0	23.8	1292.6280889946313
51.0	24.8	1304.188798352696
51.0	25.8	1277.8266665730566
51.0	26.8	1285.4392692711424
51.0	27.8	1226.222784553526
51.0	28.8	1155.1904333602001
51.0	29.8	1114.962072217591
52.0	1.8	388.1580380990911
52.0	2.8	424.9160861591181
52.0	3.8	551.4997093342714
52.0	4.8	625.5996735885345
52.0	5.8	698.4220480591752
52.0	6.8	830.0224977949886
52.0	7.8	928.3218644369445
52.0	8.8	1137.855208404722
52.0	9.8	1430.9260769347677
52.0	10.8	1540.6665129971595
52.0	11.8	1675.4048013671052
52.0	12.8	1768.0667830721213
52.0	13.8	1793.1324607746574
52.0	14.8	1828.5731254454201
52.0	15.8	1687.229008630424
52.0	16.8	1561.1798960853248
52.0	17.8	1486.6098414033745
52.0	18.8	1467.7181034320924
52.0	19.8	1479.2815921700308
52.0	20.8	1373.407417204272
52.0	21.8	1302.1866053646522
52.0	22.8	1287.2329295071097
52.0	23.8	1292.6280889946313
52.0	24.8	1304.188798352696
52.0	25.8	1277.8266665730566
52.0	26.8	1285.4392692711424
52.0	27.8	1226.222784553526
52.0	28.8	1155.1904333602001
52.0	29.8	1114.962072217591
53.0	1.8	388.1580380990911
53.0	2.8	424.9160861591181
53.0	3.8	551.4997093342714
53.0	4.8	625.5996735885345
53.0	5.8	698.4220480591752
53.0	6.8	830.0224977949886
53.0	7.8	928.3218644369445
53.0	8.8	1137.855208404722
53.0	9.8	1430.9260769347677
53.0	10.8	1540.6665129971595
53.0	11.8	1675.4048013671052
53.0	12.8	1768.0667830721213
53.0	13.8	1793.1324607746574
53.0	14.8	1828.5731254454201
53.0	15.8	1687.229008630424
53.0	16.8	1561.1798960853248
53.0	17.8	1486.6098414033745
53.0	18.8	1467.7181034320924
53.0	19.8	1479.2815921700308
53.0	20.8	1373.407417204272
53.0	21.8	1302.1866053646522
53.0	22.8	1287.2329295071097
53.0	23.8	1292.6280889946313
53.0	24.8	1304.188798352696
53.0	25.8	1277.8266665730566
53.0	26.8	1285.4392692711424
53.0	27.8	1226.222784553526
53.0	28.8	1155.1904333602001
53.0	29.8	1114.962072217591
54.0	1.8	388.1580380990911
54.0	2.8	424.9160861591181
54.0	3.8	551.4997093342714
54.0	4.8	625.5996735885345
54.0	5.8	698.4220480591752
54.0	6.8	830.0224977949886
54.0	7.8	928.3218644369445
54.0	8.8	1137.855208404722
54.0	9.8	1430.9260769347677
54.0	10.8	1540.6665129971595
54.0	11.8	1675.4048013671052
54.0	12.8	1768.0667830721213
54.0	13.8	1793.1324607746574
54.0	14.8	1828.5731254454201
54.0	15.8	1687.229008630424
54.0	16.8	1561.1798960853248
54.0	17.8	1486.6098414033745
54.0	18.8	1467.7181034320924
54.0	19.8	1479.2815921700308
54.0	20.8	1373.407417204272
54.0	21.8	1302.1866053646522
54.0	22.8	1287.2329295071097
54.0	23.8	1292.6280889946313
54.0	24.8	1304.188798352696
54.0	25.8	1277.8266665730566
54.0	26.8	1285.4392692711424
54.0	27.8	1226.222784553526
54.0	28.8	1155.1904333602001
54.0	29.8	1114.962072217591
55.0	1.8	388.1580380990911
55.0	2.8	424.9160861591181
55.0	3.8	551.4997093342714
55.0	4.8	625.5996735885345
55.0	5.8	698.4220480591752
55.0	6.8	830.0224977949886
55.0	7.8	928.3218644369445
55.0	8.8	1137.855208404722
55.0	9.8	1430.9260769347677
55.0	10.8	1540.6665129971595
55.0	11.8	1675.4048013671052
55.0	12.8	1768.0667830721213
55.0	13.8	1793.1324607746574
55.0	14.8	1828.5731254454201
55.0	15.8	1687.229008630424
55.0	16.8	1561.1798960853248
55.0	17.8	1486.6098414033745
55.0	18.8	1467.7181034320924
55.0	19.8	1479.2815921700308
55.0	20.8	1373.407417204272
55.0	21.8	1302.1866053646522
55.0	22.8	1287.2329295071097
55.0	23.8	1292.6280889946313
55.0	24.8	1304.188798352696
55.0	25.8	1277.8266665730566
55.0	26.8	1285.4392692711424
55.0	27.8	1226.222784553526
55.0	28.8	1155.1904333602001
55.0	29.8	1114.962072217591
56.0	1.8	388.1580380990911
56.0	2.8	424.9160861591181
56.0	3.8	551.4997093342714
56.0	4.8	625.5996735885345
56.0	5.8	698.4220480591752
56.0	6.8	830.0224977949886
56.0	7.8	928.3218644369445
56.0	8.8	1137.855208404722
56.0	9.8	1430.9260769347677
56.0	10.8	1540.6665129971595
56.0	11.8	1675.4048013671052
56.0	12.8	1768.0667830721213
56.0	13.8	1793.1324607746574
56.0	14.8	1828.5731254454201
56.0	15.8	1687.229008630424
56.0	16.8	1561.1798960853248
56.0	17.8	1486.6098414033745
56.0	18.8	1467.7181034320924
56.0	19.8	1479.2815921700308
56.0	20.8	1373.407417204272
56.0	21.8	1302.1866053646522
56.0	22.8	1287.2329295071097
56.0	23.8	1292.6280889946313
56.0	24.8	1304.188798352696
56.0	25.8	1277.8266665730566
56.0	26.8	1285.4392692711424
56.0	27.8	1226.222784553526
56.0	28.8	1155.1904333602001
56.0	29.8	1114.962072217591
57.0	1.8	388.1580380990911
57.0	2.8	424.9160861591181
57.0	3.8	551.4997093342714
57.0	4.8	625.5996735885345
57.0	5.8	698.4220480591752
57.0	6.8	830.0224977949886
57.0	7.8	928.3218644369445
57.0	8.8	1137.855208404722
57.0	9.8	1430.9260769347677
57.0	10.8	1540.6665129971595
57.0	11.8	1675.4048013671052
57.0	12.8	1768.0667830721213
57.0	13.8	1793.1324607746574
57.0	14.8	1828.5731254454201
57.0	15.8	1687.229008630424
57.0	16.8	1561.1798960853248
57.0	17.8	1486.6098414033745
57.0	18.8	1467.7181034320924
57.0	19.8	1479.2815921700308
57.0	20.8	1373.407417204272
57.0	21.8	1302.1866053646522
57.0	22.8	1287.2329295071097
57.0	23.8	1292.6280889946313
57.0	24.8	1304.188798352696
57.0	25.8	1277.8266665730566
57.0	26.8	1285.4392692711424
57.0	27.8	1226.222784553526
57.0	28.8	1155.1904333602001
57.0	29.8	1114.962072217591
58.0	1.8	388.1580380990911
58.0	2.8	424.9160861591181
58.0	3.8	551.4997093342714
58.0	4.8	625.5996735885345
58.0	5.8	698.4220480591752
